Skills,Recommendee_ID,Average_Skill_Similarity
"['SAP, Great Plains Dynamics, Sage50, QuickBooks Pro, ACT, Microsoft Word, Excel (Pivot tables and VLook Up) Access, PowerPoint']",629,0.8812314867973328
['Trained in compounding all intravenous and chemotherapy admixtures.'],63,0.9064843058586121
['Aviation systems troubleshooting'],630,0.0
['Recruiting'],631,0.9538620710372925
"['accountant, Arbitration, banking, budget, cash receipts, cash registers, coaching, credit, customer']",632,0.8818677663803101
"['cash handling, customer service, databases, driving, email, inventory, materials, Navy, next, packaging, payroll, pricing, quality control, Safety,']",633,0.8708768486976624
['Leadership/communication skills'],634,0.9156226515769958
['Client Relations Software: Dynamics CRM'],635,0.9220191836357117
"['Sales, Sales Management, Wholesale Sales, Business Development, Internet Sales, School Sales, Music Education, Drum Set Performance,']",636,0.8756076693534851
"['Administrative Management, Creative Lesson Planning, Curriculum Development, Goal Setting and Implementation,Â  Athletic Program']",637,0.8841695785522461
"['calculators, cash registers, closing, cooking, credit, funds, Inventory, Issue receipts, mark, money, windows, nice, paint, policies, quality, Maintain']",638,0.8761811852455139
"['Payroll, Training, Hedis, Audits, Cases, Database, Billing, Business Consultant, Business Development, Coding, Healthcare, Medicare, Outpatient,']",639,0.0
"['Peer counseling, customer service, database, documentation, Internet Applications, Excel, e-mail, office, Outlook, Power Point, Publisher,']",64,0.8650954961776733
"['Research journal databases, writing APA style, speed writing, note-taking, informal and formal observations, oral presentations, training and']",640,0.8790355920791626
"['accounting software, administrative, Audio, benefits, C, contracts, client, Data Management, DC, documentation, Senior Management, forms,']",641,0.8690100908279419
['Proficient with Bloomberg & Reuters newswire applications along with MS Office proficiency'],642,0.8919708728790283
"['account management, Banking, business plans, Calculus, Corporate Finance, clients, client relations, Economics, Equity, Financial, Financial']",643,0.8725718855857849
['Advanced vocabulary and reading comprehension skills.'],644,0.9054716229438782
,645,0.0
['Team leadership'],646,0.963391900062561
"['balance budgets, contracts, delivery, inventory, managing, access, personnel policies, program development, safety, sales, trainer, training']",647,0.0
['Trade Finance Operations'],648,0.9624525308609009
,649,0.0
"['Time Management, Effective Communication, Trouble Shooting, Problem Solving, Cloud technology, Skype, Proficient, Microsoft Office Suite,']",65,0.8861189484596252
"['Internet and Microsoft Office - MS Word, MS Power Point, MS Excel, Pivot Tables, Spreadsheets,']",650,0.8670907616615295
"['Microsoft Word for Windows, Excel, Power Point, Access, Adobe PageMaker 6.5, Adobe Photoshop, Dreamweaver, Visio, Unix, Oracle 9i']",651,0.858799934387207
"['Training, Fairbanks, AK']",652,0.9105150103569031
"['administrative, Analyst, Computer Programmer, configuration management, CPR Certified, CPR, Critical Thinking, Data Analysis, data base,']",653,0.8819800019264221
"['accountant, administrative support, benefits, billing, brochures, budget, bi, charts, contracts, copying, clients, documentation, Drafting, Engineer,']",654,0.8760064244270325
['Effective and strong communicator (written and oral) skills'],655,0.9015490412712097
"['Registered Nurse, Healthcare, Medicare, Clients, Quality Assurance, Staffing, Business Operations, Contracts, Operations, System Analysis,']",656,0.8863106966018677
"['administrative, Arts, art, agency, basic, budgets, cashier, cash registers, clerical, color, contracts, credit, Critical Thinking, Resolve customer']",657,0.884390115737915
['Strong p'],658,0.9744426012039185
,659,0.0
"['Accounting, administrative, agency, audit report, backup, bank reconciliations, basic, billing, budgets, cash register, Cashier, Catalog, clerical,']",66,0.8848229050636292
"['Accounting, General Accounting,Â  Acquisitions, Budgeting, Controller, Cost Analysis and Analytical Reporting, Credit, Facilities Management,']",660,0.8724409341812134
"['Excel, Human Resources, Ms Excel, Training, Adp, Pivot Tables, Recruiting, Adp Software, Billing, Eprise, Onboarding, Testing, Administrative']",661,0.8752071857452393
,662,0.0
['Reporting and Documentation'],663,0.9590211510658264
,664,0.0
"['administrative, Arts, art, basic, Billing, Billing System, Change Management, competitive, hardware, Consulting, Customer']",665,0.8902802467346191
"['ADP, Benefits, budget, databases, employee relations, special events, senior management, General Manager, hiring, HRIS, insurance, Kronos,']",666,0.8704844117164612
"['Financial Analyst, Budget, Forecasts, Sarbanes Oxley, Sarbanes-oxley (sox), Sox, Testing, Marketing, Budgets, Finance, Financial Reporting,']",667,0.884250283241272
['Sales Management'],668,0.963364839553833
"['Ad, B2B, budget, Business Intelligence, charts, credit, Data analysis, data warehouses, databases, decision-making, executive management, senior']",669,0.8796789646148682
"['active directory, antivirus, C, cable, cat5, computer hardware, hardware, client, clients, email, front page, hard drives, hardware support, html, ids,internet access, local area network, layout, Domino, office applications, Microsoft office 2000, Windows 2000, Microsoft Windows 2003 Server,']",67,0.8352227210998535
"['Active Directory, Hardware, Customer Service, inventory management, inventory, logistics, Mac, Windows, Problem Solving, receiving,']",670,0.8703258037567139
['Coaching'],671,0.9634457230567932
"['advertising, arts, auditing, basic, branding, Business Administration, C, Cable, consultant, client, clients, customer relations, client liaison, direction,']",672,0.8605642914772034
,673,0.0
"['Forklift operator, Hand trucks, Inventory, machinery, Building Materials Read and Interpret Drawings Safety Service Time Management']",674,0.9051091074943542
"['Carl Henry MODERN Sales Training, Client-focused, Effective communication skills, Event management, Leadership, Microsoft Office proficient,']",675,0.8919002413749695
['USGAAP principles'],676,0.9151698350906372
"['Accounting, Analyst, business processes, Change Management, Cisco Certified, Coaching, hardware, conversion, clients, direction, e-mail,']",677,0.0
"['MATLAB, AVL, C Programming, Microsoft Word, Microsoft Excel, Microsoft PowerPoint']",678,0.8540593981742859
"['Excellence and experience in customer service, eager and fast learner, honest, advanced problem-solving, exceptional organizational skills']",679,0.8454259634017944
"['ADA, benefits, Benefits Administration, call center, coaching, conflict resolution, Employee Relations, training employees, senior management,']",68,0.8706488013267517
['Data analysis'],680,0.9662757515907288
"['Shielded Metal Arc Weld: Flat, Vertical, Horizontal and Over-head position.']",681,0.8869919776916504
"['ACA, ADP Payroll, AS400, benefits, benefits administration, consultation,']",682,0.9003753662109375
"['attention to detail, backhoe, customer service, directing, forklift, 97, Navy, Naval, organizing, personnel, problem solving skills, repairs, sales,']",683,0.8747607469558716
"['accounts receivable, advertising, banking, billing, bookkeeping, budget, hardware, conferences, COUNCIL, credit, client, clients, databases,']",684,0.8728992938995361
"['Accounting, Accounting software, Budget, Contractual Procedures,']",685,0.9180054068565369
"['accountancy, accounting system, agency, budgets, Budget, business plan, Excellent communication, contracts, Contract Negotiation, Client']",686,0.8872496485710144
['Fundraising'],687,0.9470693469047546
"['AR/AP, administrative, billing systems, business processes, CPR,']",688,0.9152042269706726
"['Accounting, ad, auditing, Benefits, budgeting, budgets, budget, business processes, client, drivers, Essbase, senior management, Finance, financial,']",689,0.8758684992790222
['Microsoft Office'],69,0.9657677412033081
"['Certificate received on June 22, 2000.']",690,0.9075089693069458
"['budget, Conflict Resolution, CPR, Customer Service, delivery, employee training, First Aid, forms, health promotion, HR, Leadership,']",691,0.8797606825828552
"['Accounting, Budgeting, budgets, budget, Business Development, business management, business processes, business solutions, Customer']",692,0.8731972575187683
"['accounting, accounts payable, Accounts Receivable, ADP, advertising, AR, balance sheet, balance, bank reconciliations, benefits, billing, billings,']",693,0.869218111038208
"['Computers,Â Sql, Customer Support, Database, Networking, Oracle, Pl/sql, Project Management, Software Configuration, Aviation, Web']",694,0.8706915974617004
"['ADA, billing, budgeting, business process, call center, consultation, contracts, client, clients, customer satisfaction, customer care, data collection,']",695,0.869762122631073
"['budget, coaching, counseling, Creativity, credit, customer service, decision making, staff training, facility maintenance, instruction, marketing plan,']",696,0.877332866191864
"['Corporate Accounting, Accounting Operations, Audits, Cash, Filing, Financial Statements, General Ledger Reconciliations,']",697,0.8657854795455933
['Project Management'],698,0.0
,699,0.0
['Recruiting and Staffing Performance Management'],7,0.9028360247612
"['acute care, billing, Case management, charts, chemotherapy, closing, coaching, Client, clients, discharge planning, insurance, director, meetings,']",70,0.8863043785095215
,700,0.0
,701,0.0
"['Extremely productive in a high volume, high stress, environments']",702,0.8836132287979126
"['academic, Accounting, accounts payable, accounts receivable, administrative, arts, agency, benefits, Billing, clerical, conflict resolution, counseling,']",703,0.8635892271995544
"['Accounting, Active Directory, anti-virus, AntiVirus, Apple, Arcserve, Audio, Backup, BGP, budgets, Cisco Routers, Citrix, hardware, contracts,DHCP, disaster recovery, DNS, Firewalls, firewall, focus, FTP, hardware configuration and troubleshooting, HP, imaging, IP, LAN, leadership,']",704,0.8415408730506897
"['Business Continuity, Technology Infrastructure, File, Lan, Architecture, Business Process Improvement, Cdm, Cisco, Contracts, Ecommerce,']",705,0.8875638842582703
"['Thorough and comprehensive knowledge of policies and procedures. Bankruptcy, FDCPA, FCRA, SSA, Fannie Mae/Freddie Mac/USDA']",706,0.881513774394989
"['General Accounting, accounts payable, accounts receivable, Microsoft office, Outlook, Windows XP, Word,']",707,0.8695284128189087
['Licensed FAA rated Airframe and Powerplant (A&P) Technician'],708,0.8699702620506287
"['Lean/ Six Sigma Improvement methodology, Advanced Analytics, Data Management, process and performance Improvement Planning, Financial']",709,0.8809813261032104
,71,0.0
['Month-end close activities - Reconciliations/Analysis'],710,0.9054949879646301
"['blueprints, C, charts, color, office, painting, paint, power tools, publications, Maintain records, maintain files, safety, supervising, technical manuals,']",711,0.8812828660011292
,712,0.0
"['10-key By Touch, Accounting, Photoshop, banking, developing business relationships, coaching, competitive, Customer Service, delivery,']",713,0.0
['Project Management Experience'],714,0.9484735131263733
['Work History'],715,0.9666890501976013
"['ADR, advertising, Arcserve, Asset Management, agency, Backup Exec, Backup, banking, Budget Management, budgeting, business operations,']",716,0.8880628347396851
"['advertising, cash registers, Coach, conferences, cost reduction, Credit, Resolve customer complaints, clients, delivery, directing, employee training,']",717,0.8858890533447266
['Work History'],718,0.9666890501976013
"['ATM, auditing, call center, cash handling, cash register, credit, client, customer satisfaction, excellent customer service, customer service, debit,']",719,0.8720879554748535
"['Adobe Photoshop, e-mail, Adobe Illustrator, Access, Excel,']",72,0.8936097621917725
['Client relations specialist'],720,0.9497345089912415
"['Ordnance, Weapons, Airborne Weapons, Aircraft Mechanical, Aircrew, Aviation, Calibration, Corrosion, Corrosion Control, Inspection,']",721,0.869266927242279
"['Sales Software: Salesforce.com, TapScan']",722,0.9288109540939331
"['Bilingual, Speak, Read and Write English and Spanish Fluently.']",723,0.8901580572128296
['High skills in business management and knowledge of supervising employees.'],724,0.8613369464874268
"['articulate, benefits, case management, employee communications, Human Resources,']",725,0.8982658982276917
"['Microsoft Office (Word, Excel, Power Point, Outlook)']",726,0.8724759221076965
,727,0.0
['Enterprise platforms'],728,0.9513084888458252
['Skills Used'],729,0.9512624144554138
"['banking, CPR, Fluent in English, financial, inventory, Excel, Microsoft Office, PowerPoint, Word, Microsoft Word, Works, POS, retail, Spanish,']",73,0.8555644750595093
"['A+, acquisitions, backup, budget planning, Budgeting, budgets, budget, business development, change management, conversion, decision making,']",730,0.8768559694290161
"['Computer literate, telephone skills, creative problem solving, resolving cash receipt discrepancies.']",731,0.8727019429206848
"['A+ Certified, Active Directory, Backup Hardware, Computer Troubleshooting, Client Support, DHCP, File Servers, IP Configuration, Power']",732,0.869901180267334
"['administrative, ad, arbitration, agency, budget, Consultant, database, Employee Relations, hiring, HRIS, Human Resource, human resources, HR,']",733,0.8556308150291443
"['acute care, administrative, go-live, streamline, ADP, Balance, Benefits, billing, business analysis, business operations, call center, contracts,']",734,0.8879250884056091
"['Academic, Active Directory, ADP, apple, Architect, Agency, B2B, Behavioral Health, billing, Book, BroadVision, CAD, Case Management,']",735,0.8830384612083435
,736,0.0
['Aviation Management'],737,0.9564838409423828
"['Customer services supervision,decision making, dependable, staff training and development, problem solver, public relations,dynamic team player']",738,0.8747175335884094
"['Originated new businessÂ through professional networking, loan reviews and marketing.']",739,0.8853743672370911
"['Platforms and protocols: Microsoft Windows, Microsoft Windows Server, Microsoft Active Directory, Microsoft Group Policy, Microsoft Office']",74,0.8470271825790405
"['streamline, Banking, budgets, business solutions, commercial lending, conversion, Credit, Crystal Reports, database, documentation, DOS, senior']",740,0.8915325999259949
['Strong Decision-Making Ability'],741,0.9302330017089844
['Conversational in American Sign Language'],742,0.8929088711738586
['Strong interpersonal skills'],743,0.9376115202903748
"['academic, administrative, agency, Basic, benefits, broadband, budgeting, budgets, Cobol, Hardware, computer applications, conferences,']",744,0.8824681043624878
"['Photoshop, ImageReady, MS Project, MS Office (Word, Access, Excel, PowerPoint)']",745,0.8653607964515686
['Multi-Media Marketing'],746,0.950524091720581
"['Premier, automate, Behavioral Health, benefits administration, contracts, Critical thinking, client, client 2, customer service, Database management,']",747,0.885640561580658
"['accounting, Accountant, accounting system, accruals, Acquisitions, go-live, AP, AR, backup, balance sheet, bank reconciliations, benefits']",748,0.8852813839912415
"['account reconciliation, accounting system, AR, budget, business objects, closing, Contracts, Â financial analysis, financial controls, financialoperations, financial reports, financial statements, GL, Grants, inventory, invoicing, ledger, Macros, Access, Excel, Microsoft Office, office,']",749,0.8699150681495667
"['Accounting, Accounting Software, accruals, accrual, Ad, AP, A/P, AR, Balance Sheet, bank reconciliations, Monthly Bank Reconciliations,']",75,0.8864046335220337
"['Antivirus, Backup Exec, Backup, budget, Cisco Router, Cisco, Citrix, hardware, contracts, client, clients, customer satisfaction, database']",750,0.8682358264923096
"['academic, accounting, auditing, Balance, billing, Cash handling, credit, customer service, data entry, Faxing, filing, financial, funds, home office,']",751,0.8771220445632935
"['Advertising, Public Relations, Excellent Multitasker, Simultaneously, Administrative Assistant, Contracts, Fedex, Indesign, Invoice, Invoices,']",752,0.8904299736022949
"['Sales, Market Research, Sales Staff, Sales Team, The Sales, And Sales, Clients, Regional Sales, Sales Director, Solutions, Wealth Management,']",753,0.873604953289032
"['Microbial testing, endotoxin- LAL Test.']",754,0.9355614185333252
"['Data Warehouse knowledge, Database design, Oracle SQL, SDLC, Teradata,SQL Testing, Unit Testing, Business Requirements Gathering,']",755,0.8895715475082397
"['streamline, Agile, billing, case management, contracts, clients, customer services, database, Dictation, Documentation, electronic medical records,']",756,0.8915542364120483
,757,0.0
['Customer Service'],758,0.9505251049995422
,759,0.0
,76,0.0
"['Aviation, Calibration, Documentation, Maintenance, Accountability For, Assembly, Avionics, Blueprints, Budgets, Electrical Systems, Engines,']",760,0.8850317597389221
['COMMUNICATION'],761,0.918717086315155
"['3D, alpha, animation, AI, C++, client-server, codebase, content, client, customer service, data collection, database, debugging, editor, features,']",762,0.8373481035232544
"['Account reconciliations, accounting, accountant, Accounting Manager, accounts payable, accounts receivable, administrative, artist, Art,']",763,0.8736420273780823
['Detail-oriented excellent problem solving skills and extensive social media marketing experience.'],764,0.879865825176239
['Reliable and dependable'],765,0.9181183576583862
,766,0.0
['â€¢Infrastructure ManagementÂ  â€¢Data Center Operations'],767,0.8765616416931152
['Outstanding sight reader'],768,0.9421302676200867
"['Bank reconciliations, Analysis, bonds, Budget Analysis, Cash Flow, General Ledger, inventory, investments, Interest Payable & Savings, Payroll,']",769,0.889397919178009
"['Strong clerical, management, and administrative skills']",77,0.8668088912963867
"['Handle cash, Coaching, credit, customer satisfaction, customer service, delivery, inventory, Mentoring, merchandising, networking, organizing,']",770,0.8780555129051208
"['Microsoft Office (Word, Excel, Outlook, and PowerPoint), great organizational skills, self-starter, excellent problem solverAdditional Information']",771,0.8484739065170288
"['ADA, ADP, benefits, clarify, employee relations, human resource, Human Resources, HR, insurance, law enforcement, mediation, MS Office,']",772,0.8568686842918396
['Strong communication skills'],773,0.9385360479354858
"['administrative support, bookkeeping, counseling, CPR, clientele, client, clients, customer service, data entry, data management, Email, image,']",774,0.8756165504455566
"['Accounting, accounting systems, streamline, Application Development, B2B, Backup, broadband, budgeting, Budget, Business Analysis and']",775,0.8911299109458923
"['Accounting, Accounts payable, Accounts Receivable, accruals, acquisitions, billing, closing, Consulting, contracts, Controller, credit, Customer']",776,0.87465500831604
,777,0.0
"['account management, cables, cabling, Help Desk, Linux, MS Exchange server, Sharepoint, network security, desktop support, Unix, HP Unix,']",778,0.0
"['streamline, basic, budget, business development, Maintain calendar, Case Management, charts, communication skills, customer service, data entry,']",779,0.8829019665718079
"['accounting, accounts payable, accounts receivable, administrative functions, auditing, billing, Bookkeeping, book, budgeting, business']",78,0.8684095740318298
['Experience'],780,0.9809553623199463
['CPT Certified with NASM'],781,0.9341791868209839
"['Account reconciliation, accounting, general accounting, accounting software, accounts payables, accounts receivables, A/P, Arabic, Balance sheet,']",782,0.8721904158592224
"['Photoshop, advertising, Arabic, AutoCAD, business operations, com, clients, customer services, dialog, Engineer, English, Estimating, filing,']",783,0.8795634508132935
"['automotive, billing, closing, credit, leadership, process improvement, project management, rapport, relationship building, sales']",784,0.8722521066665649
,785,0.0
"['Caring for patients with musculoskeletal diseases and disorders, Assisting with activities of daily living, Administering intravenous medications,']",786,0.8666982054710388
,787,0.0
"['Friendly & Informative with residents, guests, and staff.']",788,0.8958668112754822
"['Balance, Benchmarking, BTS, budget, Contracts, Council, Counseling, customer satisfaction, databases, database, delivery, Facilities']",789,0.891459584236145
['Detail-oriented'],79,0.9529362320899963
"['account reconciliation, accounting, accountant, accounting system, AR, budget, business objects, closing, Contracts, financial, financial analysis,']",790,0.8787448406219482
"['CNA, client, clients, client interaction, Internet Explorer, Mechanical, medication administration, Microsoft Excel, Microsoft Office, Microsoft']",791,0.8612120151519775
['High energy'],792,0.9644696116447449
"['Paralegal, Securities, E-discovery, Training, Ada, Advertising, Cases, Claims, Compensation, Correspondence, Database, Defendant, Deposition,']",793,0.8835283517837524
['Account Analysis & Reconciliation'],794,0.9265915751457214
['Outstanding Leadership'],795,0.9403212666511536
"['Proficient in Microsoft Office Suite, Access, QuickBooks, Turbo Tax, Vision Accounting Software, Peach Tree,']",796,0.8842304944992065
"['accounting, Accounting software, accounting system, Accounts Payable and Receivable, accounts receivables, AP, AR, AS 400, balance sheet,']",797,0.8733443021774292
"['Executive and Legal Support, Business Analysis, Strong Communication Skills, Business Operations,']",798,0.891085147857666
"['accounting, budget, business management, competitive, content, contracts, course development, client, clients, database management, database,']",799,0.8680088520050049
"['ADA, Canvas, Creative Writing, creative writing, Critical thinking, documentation, drafting, English 9, English, essays, Fiction, focus, funds,']",8,0.8657669425010681
"['academic, Active Directory, anti-virus, audio, cables, cabling, hardware upgrades, computer hardware, client, clients, Database, documentation,']",80,0.8666993379592896
"['.Net, Agile, Apple, approach, ask, banking, basic, benefits, book, Browsers, content, credit, clients, Databases, database, debit, documentation,']",800,0.8731156587600708
"['Adobe, CPR, clients, customer satisfaction, Customer Service, Customer Care, forms, Fundraising, Instructor, Interior design, letters, Mac,']",801,0.8758321404457092
['Work History'],802,0.9666890501976013
['Cash handling'],803,0.9687890410423279
"['Accounting, billing, Change Management, contracts, Client Relations, Database, delivery, Eclipse, Finance, financial reporting, financial statements,']",804,0.8841022253036499
"['agency, balance, budgets, contracts, delivery, government, inventory, loss prevention, managing, meetings, access, personnel, policies, program']",805,0.0
,806,0.0
['Microsoft Office Suite'],807,0.9478201270103455
"['accounting, balance sheet, budgets, client, clients, derivatives, drafting, equity, financial, financial accounting, financial statements, fixed assets,']",808,0.8670830130577087
"['Accounting,Â banking,Â budgets,Â business development,Â business plans,Â capital markets, cash flow analysis,Â COGNOS,Â consulting,']",809,0.8645092844963074
"['Windows , Windows Office Suites, Citrix, Active Directory, JIRA and Trello Project Management Applications, Service Now ITSM']",81,0.8813243508338928
['Â Dependable'],810,0.9674590229988098
"['Account Management, Accounts Receivables, Administrative Support, Subordinate Counseling, Computer Proficiency, Customer Service,']",811,0.8826583027839661
"['business development, central point of contact, closing, client, clients, email, employee relations, fashion, fast, faxes, meetings, access, mail, office,']",812,0.8696909546852112
"['VISIPRISE, KRONOS, SAP and EWI programs']",813,0.9187566637992859
"['Adobe Creative Suite, Microsoft Office Suite, Google Apps, Facebook, Twitter, Instagram, Pinterest, Tumblr, Google+, Youtube, Blogger,']",814,0.8401587605476379
['Strong p'],815,0.9744426012039185
['Process Improvement'],816,0.9677671194076538
"['budget, client, clients, customer service, data base, direction, documentation, Functional, imaging, instruction, laser, max, office, policies,']",817,0.8712455630302429
"['client, clients, decision making, delivery, Equity, Finance, financial, Fixed Income, insurance, Investments, Team Leader, managing, marketing,']",818,0.8658813238143921
"['accounting, accountant, accounts payable, accounts receivable, Administrative, administrative functions, Adobe Illustrator, Photoshop, ADP']",819,0.8767511248588562
"['A+ Certified, Active Directory, billing, business process, C, cash flow, Cisco, Cisco Routers, Hardware, network systems, Content management,']",82,0.8792762160301208
"['Account reconciliations, accounting, accounts payable, accounts receivables, accruals, ad, AP, balance sheet, balance, bank reconciliations, billing,']",820,0.8660656809806824
['15+ years of experience in Accounting & Bookkeeping'],821,0.9087840914726257
,822,0.0
"['budget, cabling, cisco, hardware, Client, documentation, Electrician, feasibility studies, funds, Information Technology, inspector, LAN, materials,']",823,0.8811920285224915
"['Word, Excel, PowerPoint, Outlook,']",824,0.8809168934822083
['State Certified Nurse Assistant'],825,0.9366605877876282
"['Academic, Administrative, Branding, Budget Management, Coaching, Communication Skills, Customer Service Skills, Data Analysis, Database,']",826,0.8626132011413574
['Reorganization Procedural Evaluations'],827,0.9251972436904907
"['accounting software, accounts payable, banking, databases, fixed assets, prepaid expenses, marketing and sales, Access, Excel, Microsoft Office']",828,0.8398231267929077
['Organizational Skills'],829,0.9383703470230103
"['Built loyal business relationships with patients, colleagues, physicians, families, and allied healthcare professionals across a premier fast-paced']",83,0.8592951893806458
['Scheduling'],830,0.9469591975212097
"['Ability to lead, motivate and build successful teams.']",831,0.8775538206100464
['PayrollÂ Â· Benefits Administration Â· Employment Law Â·Â FMLA/ADA/EEO/WC Â·Â HR Policies'],832,0.8570917844772339
['Work History'],833,0.9666890501976013
"['Exercise Science: Online coaching, good teaching and instructional abilities, CPR and First Aid, macro counting, Corporate Wellness assessments,']",834,0.8762612342834473
"['Filing, Clerk, Maintenance, Clerical, Office Clerk, Clerical Support, Data Entry, Faxing, Incoming Mail, Legal Documents, Mail Clerk, Office']",835,0.8621537089347839
"['Accounts Payable, art, Audio, read Blueprints, Book, budget, Cash Register, closing, cost control, Crisis Intervention, Customer Service, delivery,']",836,0.8958651423454285
"['academic, Schedule appointments, benefits, blood pressure, CPR, critical thinking, customer service, staff training, special events, First Aid, lesson']",837,0.8820090889930725
"['Accurate, Bloomberg, DTCC, PACE, Asset Arena, Essbase, Great Plains, Hyperion, ELedger/SAP, Access, Excel, Word, PowerPoint, Oracle,']",838,0.8837501406669617
"['Accounting, Accounting software, accounts payable, Administrative, AIA, billing, billings, budget, clarify, conferences, client, clients, data base,']",839,0.8797546029090881
"['Competency course designed to prepare students for ninth grade English Focused on reading, writing, spelling and grammar Co-designed']",84,0.8417363166809082
,840,0.0
"['account reconciliation, Accounting, accountant, accrual, ABC, Streamline, ADP and Payroll, Ad, AP, AR, Balance Sheet, billings, Biotechnology,']",841,0.8895533680915833
"['business intelligence, commodities, client, clients, financial, Insurance, leadership, logistics, market, Works, monitors, negotiations, enterprise,']",842,0.8692527413368225
,843,0.0
"['Accounting, accounts payable, accounts receivables, accruals, Accrual, AR, AS400, auditing, Baan, brand marketing, budgets, budget, cash flow,']",844,0.8833687901496887
"['Accounting, agency, attention to detail, billing, Budgeting, business development, case management, charts, interpersonal communication, Contract']",845,0.8804714679718018
['scheduling appointments'],846,0.9141291379928589
"['Accounts payable, arts, Billing, call center, communication skills, CPR Certified, Creative problem solver, Credit, clients, client relations, customer']",847,0.8717878460884094
['Project management'],848,0.9666537642478943
"['Administrative Management, Problem Solving, POS, Human Resources, Time Management, Customer Service, Critical Thinking, Great']",849,0.8735004663467407
"['accounting, Adobe, Basic, benefits, contracts, delivery, DELL, documentation, fashion, legal, logistics, materials, Excel, Word, packaging,']",85,0.0
"['Microsoft Excel expert - Pivot Tables, V-Lookups, Formulas']",850,0.9039216041564941
,851,0.0
"['ADA, ADMINISTRATIVE SKILLS, administrative, coaching, Employee Relations, training employees, English, Special Events, hiring, HRIS,']",852,0.8654320240020752
"['benefits, budget, coaching, counseling, customer satisfaction, customer-service, financial, forecasting, human resource, inventory, Managing,']",853,0.8698641657829285
,854,0.0
['Complex problem solver'],855,0.9227442741394043
['Human Resource Management'],856,0.9525237679481506
['Work History'],857,0.9666890501976013
"['ISO9001, Team Lead, Logistics, MAPICS, Excel, Outlook, Power Point, Word, Works, QuickBooks,']",858,0.8652699589729309
"['banking, budget, competitive, hardware, consultant, credit, client, clients, delivery, electronic commerce, Financial, grants, HP, IBM, law, Lotus']",859,0.8662566542625427
"['Administrative functions, Administrative Support, art, automobiles, basic, changing bed linens, benefits, bookkeeping, charts, CPR, client,']",86,0.8839181661605835
"['Managerial Accounting, Legal Environment of Business, Financial Management, Operations Management, Business']",860,0.8828951716423035
"['Adobe Photoshop, ADP, Asset Management, branding, brochures, content, Customer Care, Final Cut Pro, graphics, graphic, HR, Illustrator,']",861,0.8683087229728699
['Communication Skills: Â Taking initiative in communication among team members by interacting with people from diverse cultural'],862,0.8762910962104797
"['travel agent, flight hours keeper, trainer, excellent communication, fast learner, content, high motivation, excellent customer service, manager of']",863,0.8706841468811035
"['allergies, Attention to detail, CPT, clients, emotional support, forms, home health, hospice,ICD-9, ids, insurance, leadership, law, Medical']",864,0.8877426981925964
"['audio, excellent oral, contracts, customer satisfaction, excellent customer service, customer service, Customer Support, databases, Dependable,']",865,0.8895292282104492
"['A+ certified, ActionScript, Active directory, administrative, Adobe Creative Suite 5, Photo, Audio, Brochure, budgeting, business management,']",866,0.0
['Student records management'],867,0.9491451382637024
"['.NET, API, automate, backup, Bash, C, C++, credit, critical thinking, CSS, Database, designing, ecommerce, Engineer, XML, Google Analytics,']",868,0.0
"['budget, client, clients, data collection, documentation, Financial, financial management, Grants, 98, works, negotiations, policies, problem']",869,0.0
['Results-oriented'],87,0.9614638686180115
"['Computer proficient, Salesforce.com, advanced interpersonal communication skills, teacher and mentor, project management, adaptable and']",870,0.8732593059539795
['Accounting Software:'],871,0.0
['Agile methodology'],872,0.9601277112960815
['Process evaluation'],873,0.9661506414413452
"['Accounts payable and receivable,']",874,0.859841525554657
,875,0.0
['Staff training'],876,0.0
,877,0.0
,878,0.0
"['administrative, AP, AR, Billing, conferences, contracts, client, clients, customer satisfaction, Customer service, customer support, database,']",879,0.8737081289291382
"['billings, first aid, take messages']",88,0.9262017011642456
"['streamline, Banking, budget, Business Systems, C, Cisco, closing 3, Consulting, contracts, CRM, Client, Customer Service, E-Business, Email,']",880,0.873333752155304
"['Background in GPO and formulary processes Experience in specialty, hospital and primary care sales and injectable medications']",881,0.875552237033844
"['automobiles, Bi, competitive, contracts, features, financing, financial, Hospice, inspecting, Leadership, Marketing, negotiating, Negotiation,']",882,0.8919149041175842
['Medical Terminology'],883,0.9581626653671265
"['Accounting, audit reports, billing, budgets, budget, closing, cost accounting, Certified Public Accountant, CPA, Decision Support, direction, senior']",884,0.8814385533332825
"['A+ Certification, Active Directory, Cisco, hardware, designing, directing, Disaster recovery, email, ITIL, LAN, managing, access, Microsoft']",885,0.8701465725898743
['â€¢Microsoft Excel -- Intermediate skill level'],886,0.9125655889511108
"['Proficient in Microsoft Office Suite Applications [Windows,Word,Excel,PowerPoint,Outlook]']",887,0.8904135227203369
"['Administrative duties, call center, credit, credit']",888,0.9156889915466309
['Personal Information'],889,0.9540032148361206
,89,0.0
,890,0.0
"['ADA, advertisements, benefits, budgets, charts, competitive, counseling, databases, documentation, employee relations, firing, forms, hiring, human']",891,0.85590660572052
['MS Office Suite'],892,0.9558677673339844
['Results-oriented'],893,0.9614638686180115
"['Air Force, art, Agency, Basic, budget, oral, hardware, Computer Operations, configuration management, cost analysis, data management, Dec,']",894,0.8841075301170349
"['acquisitions, agency, Billing, Billings, clerical, Coach, coaching, clients, email, Senior Management, filing, financial, Hiring, Human Resources, HR,']",895,0.8724973201751709
